搜尋詞,Rank,coupom,relevancy ,tf-idf,relevancy ,semantic_model,relevancy 
除毛刀,6,"Gillette 吉列 維納絲私密除毛刀+替換刀頭, 2入, 1組",2,"Gillette 吉列 Venus 女士除毛刀, 2支, 1入",2,"KeSHO 仕女六刀片除毛刀, 3支, 3包",2
除毛刀,7,"Schick 舒適牌 仕女除毛刀片 敏感肌, 3入, 1盒",2,"Schick 舒適牌 舒芙仕女除毛刀, 3入, 3盒",2,"KeSHO 仕女六刀片除毛刀, 3支, 4包",2
除毛刀,8,"Schick 舒適牌 舒絲仕女除毛刀具 刀把+刀片, 1組",2,"KeSHO 仕女六刀片除毛刀, 3支, 1包",2,"KeSHO 仕女六刀片除毛刀, 3支, 5包",2
除毛刀,9,"Schick 舒適牌 女用美體刀刀片 檸檬香款, 3入, 1盒",2,"KeSHO 仕女六刀片除毛刀, 3支, 2包",2,"KeSHO 仕女六刀片除毛刀, 3支, 6包",2
除毛刀,10,"Schick 舒適牌 舒綺 2in1 美型刀, 1盒",2,"KeSHO 仕女六刀片除毛刀, 3支, 4包",2,"Gillette 吉列 Venus系列 溫和白茶女士除毛刀 + 除毛刀頭 2個, 2盒",2
除雜草,1,"家家 除蟻粒, 8包, 1盒",2,"新光洋菜 珊瑚草, 300g, 1包",2,"農業園藝除草劑04木柄三叉戟, 2個",2
除雜草,2,"SODA SCHOOL 圓珠型氯化鈣除濕劑補充包 3kg 2入+不織布 8入, 1組",2,"東夷藥草九節草, 1包, 450g",2,"Mont Blanc 簡易型除草劑 35011, 1個",2
除雜草,3,"FORES 玻璃容器材料草坪地板 No. 3 20 x 30 cm, 1個",2,"當美亭草清油果, 200g, 1個",2,"Daishin Handy 根除草劑 DS-701829, 1個",2
除雜草,4,"今天的同理心除草 Homi 1 號, 2個",2,"當美亭草清油果, 200g, 2個",2,"新鮮藥草, 300g, 1包",2
除雜草,5,"Mont Blanc 除草劑 35023, 1個",2,"當美亭草清油果, 200g, 3個",2,"低翼園藝除草器串支撐型, 1個",2
除雜草,6,"MONACO OLIVE 根除除草劑, 1個",2,"CHONEUNGRYEOK 蛇草莓草, 200克, 1包",2,"Homei 除草劑 Cheonnabal vs., 1個",2
除雜草,7,"SUNKEY 簡易脫模劑SES-731, 1個",2,"當美亭草清油果, 200g, 4個",2,"HAEDONG 海東 Dankal 800 水生除草劑套裝, 混色, 1組",2
除雜草,8,"BIOSSHOP 玻璃容器人造草坪 30 x 30 厘米, 1個",2,"當美亭草清油果, 200g, 5個",2,"Mont Blanc 除草劑 35081, 1個",2
除雜草,9,"FORES 玻璃容器草坪 5 號樓, 1個",2,"新光洋菜 水洗珊瑚草, 150g, 1包",2,"Mont Blanc 除草劑 35075, 1個",2
除雜草,10,"FORES 玻璃容器材料草坪 30 x 30 厘米, 1個",2,"BEYOND 馬鞭草清爽身體乳, 1瓶, 500ml",2,"總部除草劑 530E, 1個",2
隱藏式拉桿,1,"HEIAN SHINDO 平安伸銅 兩段式強化伸縮桿 RTB 75, 黑色, 1支",2,"Hans Market 磁性隱藏式抽屜安全鎖套組, 1套",2,Dorim 拉鍊拉桿箱隨身攜帶,2
隱藏式拉桿,2,"PRO SELECT 5段可拆式伸縮桿組, 1組",2,"Rockbros Road to Sky 隱藏式鋼纜鎖車把安裝自行車鎖 YG-HILR01, 混色, 1個",2,前開式拉鍊隨身行李,2
隱藏式拉桿,3,"Sundecor 強化彈簧式伸縮桿門簾桿, 白色, 1入",2,"家具拉桿, 1個",2,經典拉鍊多用箱,2
隱藏式拉桿,4,"黏貼式彈簧置物桿固定架 4入, 白色, 1組",2,"免打孔櫃門兩用不鏽鋼隱形磁吸式門片 黑色 L號, 2個",2,"多用途移動拉桿 紅色, 1個",2
隱藏式拉桿,5,"SHIMOYAMA 霜山 多功能金屬分隔伸縮桿 掛桿, 1個",2,"免打孔櫃門兩用不鏽鋼隱形磁吸式門片 金色 L號, 2個",2,迷你硬殼手提行李箱,2
隱藏式拉桿,6,"Comery 拉伸桿 粉色 B0922, 1個",2,"免打孔櫃門兩用不鏽鋼隱形磁吸式門片 金色 S號, 4個",2,"安裝後行李箱保險桿防護罩, 特拉克斯交叉, 單色",2
隱藏式拉桿,7,"DECOSIN 在 deco 多用途壓縮桿中, 混色",2,"Vintage Home Sweet Home 隔斷窗簾一體式+拉桿, 1",2,"B.SPEC 可掛式運動拉桿, 黑色的",2
隱藏式拉桿,8,"無釘安裝壓桿, 白色的",2,"A-Hope 形狀圖案隔斷窗簾一體式+拉桿, 19 型",2,手提迷你行李箱,2
隱藏式拉桿,9,"Archire 多功能高級壓縮桿, 單色",2,"Vintage Home Sweet Home 隔斷窗簾一體式+拉桿, 5",2,"現代抽拉式隨身旅行包, 06粉色",2
隱藏式拉桿,10,"Young-il 導軌壓接桿直徑 13mm No.2 45-70cm, 白色的, 1 個",2,"Vintage Home Sweet Home 隔斷窗簾一體式+拉桿, 10",2,"家用門框拉桿, 黑色",2
集線器,1,"MAXTILL C 轉 USB 4 連接埠集線器 HM-HB4PCL, 黑色",2,"USB端口集線器, 白色的",2,"矽膠集線器 4孔, 3個",2
集線器,2,"Home Planet 7口USB 3.0/HDMI集線器 Dex, 單色",2,"USB端口集線器, 黑色的",2,"Unicorn 4 連接埠 USB 3.0 集線器 RH-3040, 黑色",2
集線器,3,"NEXT Easynet Ubiquitous USB3.0鋁製8端口支架式電源USB集線器 -319U3, 混色",2,"矽膠集線器 4孔, 3個",2,"CABLE FACTORY 4段集線器 黑色 L號, 100個",2
集線器,4,"Home Planet 4口USB3.0集線器, 黑色",2,"矽膠集線器 6孔 黑色, 3個",2,"ORICO 奧睿科 USB 3.0集線器4口+USB充電口2口介電多集線器RH4CS, 黑色",2
集線器,5,"NEXT 4孔USB HUB集線器 -204UH, 混色",2,"4口USB 2.0集線器, 白色的",2,"矽膠集線收納分配器 粉色, 1個",2
集線器,6,"YOGER 充電線收納架 10入組, 黑色+白色, 10入",2,"TOPK 集線器, 2個, 黑色",2,"TOPK 集線器, 2個, 黑色",2
集線器,7,"Tamsaa 電線整理器, 黑色, 2個",2,"矽膠集線器 6孔 紅色, 3個",2,"bcase 磁吸式智慧型手機電線集線器 綠色, 1個",2
集線器,8,"3M Command 無痕 大型電線整理器 2入, 2組",2,"OWC USB集線器, 黑色",2,"矽膠集線器 6孔 黑色, 3個",2
集線器,9,"D O Sell 整齊排線+固定夾30p一套, 1套, 白色的",2,"LAN USB 3.0 集線器, 灰色",2,"USB 3.0 4 連接埠集線器 DHUB20, 黑色",2
集線器,10,"Kinyo USB3.0 + RJ45鋁合金集線器 附Type-C轉接頭, HUB-23, 1條",2,"矽膠集線器 6孔 黃色, 3個",2,"6合1 TypeC USB集線器 SY-213, 混色",2
雞蛋捲,1,"義美 小蛋捲 芝麻, 114g, 2盒",2,"孔雀 捲心餅 雞蛋布丁, 63g, 3包",2,"雞老大 犬用 雞腿蛋捲 7入, 2包",2
雞蛋捲,2,"喜年來 原味蛋捲, 192g, 2盒",2,"孔雀 捲心餅 雞蛋布丁, 63g, 4包",2,"喜年來 原味蛋捲, 192g, 2盒",2
雞蛋捲,3,"孔雀 捲心餅 雞蛋布丁, 63g, 3包",2,"孔雀 捲心餅 雞蛋布丁, 63g, 6包",2,"喜年來 芝麻蛋捲, 64g, 4盒",2
雞蛋捲,4,"義美 芝麻蛋卷, 60g, 3盒",2,"孔雀 捲心餅 雞蛋布丁, 63g, 5包",2,"喜年來 芝麻蛋捲, 64g, 6盒",2
雞蛋捲,5,"黑師傅 捲心酥 草莓, 200g, 2罐",2,"Kitchen-Art 雞蛋捲煎鍋, 24cm, 1個",2,"喜年來 原味蛋捲, 192g, 6盒",2
雞蛋捲,6,"新東陽 精緻肉鬆蛋捲 原味, 68g, 2盒",2,"孔雀 捲心餅 雞蛋布丁, 63g, 7包",2,"喜年來 原味蛋捲, 192g, 12盒",2
雞蛋捲,7,"義美 芝麻蛋捲, 180g, 2盒",2,"BOURBON 北日本 雞蛋風味迷你蛋糕捲, 163g, 1袋",2,"喜年來 原味蛋捲, 64g, 24盒",2
雞蛋捲,8,"鴻津 太國捲, 350g, 2袋",2,"CELDERMA 雞蛋保濕凝膠面膜, 10片, 1個",2,"喜年來 芝麻蛋捲 蛋素, 192g, 12盒",2
雞蛋捲,9,"新竹福源 花生醬綜合餅乾禮盒 372g, 1盒",2,"卡賀 雞蛋沙琪瑪, 180g, 3袋",2,"食材工坊 玫瑰花蛋捲, 102g, 6盒",2
雞蛋捲,10,"義美 蛋捲 原味, 60g, 3盒",2,"卡賀 沙琪瑪 雞蛋, 750g, 1袋",2,"美雅 手工蛋捲, 35g, 12包",2
頭皮 養髮液,1,"Avca頭皮護理強健髮根茶樹護髮液, 200ml, 2個",2,"養髮液, 150ml, 1入",2,,2
頭皮 養髮液,2,"Dr.Banggiwon Lab 防脫育髮精華, 150ml, 2瓶",2,"養髮液, 100ml, 1入",2,,2
頭皮 養髮液,3,"a'rin 氧潤 髮固多頭皮營養液, 120ml, 1瓶",2,"養髮液, 1個, 120ml",2,,2
頭皮 養髮液,4,"Aromatica 艾瑪植萃 頭皮養護噴霧, 100ml, 1瓶",2,"RAUSCH 頭皮按摩養髮液, 200ml, 1個",2,,2
頭皮 養髮液,5,"Dr.Wolff 咖啡因營養養髮液, 200ml, 1組",2,"防落髮養髮液, 1個, 150ml",2,,2
頭皮 養髮液,6,"NARD 黑種草籽強健髮根噴霧, 200ml, 2瓶",2,"S'calpMed 頭皮舒緩保溼養髮液, 1入, 100ml",2,,2
頭皮 養髮液,7,"NARD 活絡髮根調理噴霧, 200ml, 1瓶",2,"Vitabrid 養髮液 100ml+養髮粉 1.5g組合, 1套",2,,2
頭皮 養髮液,8,"Avca頭皮護理強健髮根茶樹護髮液, 200ml, 1個",2,"REUZEL 養髮液, 1個, 500ml",2,,2
頭皮 養髮液,9,"DASHU 活絡髮根草本調理噴霧, 150ml, 1入",2,"Salrimbaekseo 養髮液, 2瓶, 200ml",2,,2
頭皮 養髮液,10,"Medi Flower 秘密花園 豐盈香氛養髮液, 100ml, 2瓶",2,"REUZEL 養髮液, 2個, 500ml",2,,2
香氛劑,1,"EMO 香氛晶球 白麝香, 330g, 2瓶",2,"香氛珠子空氣清新劑 咖啡豆香氛款, 咖啡香, 450g, 4罐",2,"香氛精油 15ml, 香草",2
香氛劑,2,"Laundrin' 朗德林 室內芳香劑 經典花香, 220ml, 1瓶",2,"金剛寵物除臭劑爽身粉香氛, 1L, 2件",2,"香氛噴霧 薰衣草, 60ml, 5個",2
香氛劑,3,"EMO 香氛晶球 浪漫迷情, 330g, 2瓶",2,"ATTITUDE 香氛除臭劑 85g, 白茶, 1個",2,"香氛噴霧 薰衣草, 60ml, 3個",2
香氛劑,4,"John's Blend 車用芳香劑補充包, 白麝香, 2盒",2,"The Bath Queen 薰衣草香氛除臭劑, 230g, 1盒",2,"妙管家 噴霧式芳香劑 淡雅薰衣草, 300ml, 6瓶",2
香氛劑,5,"Laundrin' 朗德林 室內芳香劑 經典花香, 220ml, 2瓶",2,"加倍潔 香氛洗衣槽去汙劑 2包, 400g, 3盒",2,"妙管家 噴霧式芳香劑 淡雅薰衣草, 300ml, 2瓶",2
香氛劑,6,"ST 雞仔牌 消臭力 部屋消臭力 清爽香 除煙味, 400ml, 2瓶",2,"熊寶貝 衣物香氛袋 花漾香氛 3入, 3盒",2,"薰衣草香廁所除臭劑 2oz, 118ml, 5個, 香草/麝香",2
香氛劑,7,"Lenor 蘭諾 衣物芳香豆 青檸紫羅蘭, 520ml, 1瓶",2,"加倍潔 香氛洗衣槽去汙劑 2包, 400g, 6盒",2,"加氛 除菌去味噴霧空間, 250g, 1瓶",2
香氛劑,8,"John's Blend 車用芳香劑補充包, 黑麝香, 1盒",2,"加倍潔 香氛洗衣槽去汙劑 2包, 400g, 2盒",2,"薰衣草香廁所除臭劑 2oz, 41ml, 1瓶, 柑橘香",2
香氛劑,9,"John's Blend 車用芳香劑補充包, 櫻花麝香, 1包",2,"Febreze 風倍清 香氛室內除臭劑, 275g, 2瓶",2,"妙管家 噴霧式芳香劑 淡雅薰衣草, 300ml, 3瓶",2
香氛劑,10,"ST 雞仔牌 消臭力 Premium Aroma 室內舒眠系列芳香劑 夢幻薰衣草, 400ml, 1瓶",2,"TOMS 24小時持久自然香氛除臭劑, 1個, 64克",2,"加氛 除菌去味噴霧空間, 250g, 6瓶",2
香皂盤,1,"現代矽膠香皂盤 3入組, 白色, 3個",2,"comet 海綿香皂盤 4入, 單色",2,"甜馬卡龍香皂盒, 藍色, 4個",2
香皂盤,2,"Sedree 海綿肥皂盤, 白色, 4個",2,"Fragonard 花宮娜 地中海香皂+香皂盤, 1套",2,"ABM 玫瑰雕花香皂盒, 隨機出貨, 7份",2
香皂盤,3,"Sedree 海綿肥皂盤, 別緻的灰色, 1個",2,"Fragonard 花宮娜 茉莉香皂 150g+香皂盤, 1套",2,"半圓形肥皂盤, 白色的, 2個",2
香皂盤,4,"Sedree 海綿肥皂盤, 白色, 1個",2,"Block Mart 矽膠香皂盤, 白色, 3個",2,"Block Mart 矽膠香皂盤, 藍色, 3片",2
香皂盤,5,"Cassido 卡司多 原創方塊肥皂盤, 1個",2,"現代矽膠香皂盤 3入組, 白色, 3個",2,"THE ZAKKA 手提雙格肥皂盤, Y217LBBO093, 1個",2
香皂盤,6,"市場計劃 無孔二合一肥皂盤, 1個, 混色",2,"Block Mart 矽膠香皂盤, 白色, 6個",2,"TP Life Dwin 雙層香皂盒, 藍色, 1個",2
香皂盤,7,"KOXINA 珪藻土吸水多用途置物盤, 大理石, 1組",2,"Block Mart 矽膠香皂盤, 綠色, 3片",2,"natureahn 瓷質304不銹鋼肥皂盒托盤, 1個, 單色",2
香皂盤,8,"10X10 瀝水肥皂盒, 灰色, 1組",2,"Block Mart 矽膠香皂盤, 隨機發貨, 3片",2,"Junikuya 香皂盒, 1個, 粉色",2
香皂盤,9,"spider loc 不鏽鋼吸盤肥皂架, 銀色, 1個",2,"香皂, 80g, 1個",2,"河綠心香皂碟, 6件, 亮粉色",2
香皂盤,10,"J-Ro傾斜肥皂盒, 1個, 白色",2,"natureahn 排水盤 1 盤, 灰色的",2,"Block Mart高檔304不銹鋼粘性肥皂盤, 單色, 3個",2
體香劑,1,"MOOGOO 慕爾果 天然草本體香劑 低敏無香, 60ml, 1瓶",2,"GATSBY 體香劑, 1個, 60ml",2,"體香噴霧, 3個, 240ml",2
體香劑,2,"MOOGOO 天然草本體香劑 檸檬香桃木, 115ml, 1瓶",2,"Malrin 草本體香劑, 1組",2,"Fa 體香劑 粉色時尚花香, 6個, 50ml",2
體香劑,3,"NIVEA 妮維雅 止汗爽身乳液 乾適活力Plus, 50ml, 1瓶",2,"lavera 體香劑, 1個, 50ml",2,"Fa 體香劑 清新香, 4個, 50ml",2
體香劑,4,"BYPHASSE 蓓昂斯 Deodorant身體芳香滾珠瓶 玫瑰香 48H, 50ml, 1個",2,"amalfi 麝香玫瑰體香劑, 50ml, 2瓶",2,"Fa 體香劑 粉色時尚花香, 4個, 50ml",2
體香劑,5,"MOOGOO 天然草本體香劑 低敏無香, 60ml, 2瓶",2,"amalfi 麝香玫瑰體香劑, 50ml, 3瓶",2,"Fa 體香劑 清新香, 6個, 50ml",2
體香劑,6,"NIVEA 妮維雅 止汗爽身乳液 乾適活力Plus, 50ml, 2瓶",2,"amalfi 麝香玫瑰體香劑, 50ml, 4瓶",2,"Tom's OF MAINE 無味體香劑, 6個, 64克",2
體香劑,7,"MIMI LAURYNE'S 凝膠香水 海洋木質香, 15ml, 2條",2,"amalfi 麝香玫瑰體香劑, 50ml, 6瓶",2,"AMERICAN PROVENANCE 精油體香劑 丁香+依蘭依蘭香, 3個, 75g",2
體香劑,8,"MOOGOO 天然草本體香劑 檸檬香桃木, 115ml, 2瓶",2,"amalfi 麝香玫瑰體香劑, 50ml, 5瓶",2,"LafeS 薰衣草香體香劑, 6個, 236ml",2
體香劑,9,"MIMI LAURYNE'S Evas 凝膠香水 柑橘花香, 15ml, 5條",2,"Fa 體香劑 清新香, 1個, 50ml",2,"FRAGRANCE 優香 固體芳香劑 香水百合, 120g, 6罐",2
體香劑,10,"TOOFRUIT 果漾青蘋體香膏, 50ml, 1瓶",2,"Old Spice 體香劑, 1個, 85克",2,"FRAGRANCE 優香 固體芳香劑 香水百合, 120g, 3罐",2
髮凝乳,1,"DASHU 濕髮捲髮霜, 150ml, 1條",2,"NIVEA 妮維雅 驅黑淨白精華凝乳, 320ml, 1條",2,"biomed TF Infine潤澤護髮凝膠, 125ml, 6個",2
髮凝乳,2,"Han Young 涵漾 草本持久造型髮雕, 500ml, 2瓶",2,"NIVEA 妮維雅 驅黑淨白精華凝乳, 320ml, 2條",2,"biomed TF Infine潤澤護髮凝膠, 125ml, 4個",2
髮凝乳,3,"CDen 佧登 造型保濕捲捲乳, 300ml, 1瓶",2,"NIVEA 妮維雅 驅黑淨白精華凝乳, 320ml, 3條",2,"biomed TF Infine潤澤護髮凝膠, 125ml, 3個",2
髮凝乳,4,"achoa 頭髮保濕精華, 200g, 1條",2,"NIVEA 妮維雅 果萃透亮精華凝乳, 320ml, 1條",2,"Queen Helene 髮型凝膠, 1個, 567克",2
髮凝乳,5,"TAN NA 坦娜 造型霜, 350ml, 2罐",2,"NIVEA 妮維雅 淡斑亮白青春精華凝乳, 320ml, 1條",2,"biomed TF Infine潤澤護髮凝膠, 125ml, 2個",2
髮凝乳,6,"JSOOP Style J 捲髮造型乳, 250ml, 1條",2,"NIVEA 妮維雅 淡斑亮白青春精華凝乳, 320ml, 2條",2,"JOHN FRIEDA 捲髮拋光長效造型凝膠, 6個, 141克",2
髮凝乳,7,"ELASTINE 伊絲婷 Perfect Freeze超強力定型髮膠 軟管裝, 200ml, 1條",2,"Vaseline 凡士林 淡斑勻亮精華凝乳, 330ml, 1條",2,"La Bella 酪梨油捲髮定型髮膠, 1個, 624克",2
髮凝乳,8,"Daleaf 護理彈力捲髮霜 淡淡花香 150ml+30ml, 1組",2,"Vaseline 凡士林 肌亮水潤精華凝乳, 330ml, 1條",2,"Roudye 柔蝶 魔力纖 強力造型髮膠, 300ml, 4罐",2
髮凝乳,9,"DASHU 韓方強健髮根蛋白質護髮乳, 1條, 150ml",2,"Vaseline 凡士林 淡斑勻亮精華凝乳, 330ml, 2條",2,"Shea Moisture 多維生素軟捲髮凝膠霜, 1個, 236毫升",2
髮凝乳,10,"LUDILIYA 綠迪麗雅 硬雕強力塑型乳 定型造型乳, 300ml, 1瓶",2,"Vaseline 凡士林 肌亮水潤精華凝乳, 330ml, 2條",2,"AZH 專業捲髮摩絲髮蠟, 140ml, 3個",2
魔術貼,1,"comet 魔術貼膠帶, 1個",2,"Janusnet魔術貼魔術貼防蟲網灰色+魔術貼白色套組, 1組",2,"魔術方塊 2*2, 無貼紙",2
魔術貼,2,"Yogur 魔術貼紮帶電纜線整理魔術貼, 6個",2,"Janus Net 魔術貼 魔術貼 防蟲網 密網+魔術貼 黑色, 1個",2,"超細纖維環型魔術貼綠松石, 10個",2
魔術貼,3,"DASHU 男用魔術胸貼 52張 37mm, 1盒",2,"comet 魔術貼膠帶, 1個",2,"魔術貼方形酷包迷你 4p, 混色",2
魔術貼,4,"Imate 3M 圓形魔術貼膠帶, 100個",2,"Yogur 魔術貼紮帶電纜線整理魔術貼, 6個",2,魔術貼步行者,2
魔術貼,5,"DASHU 男用魔術胸貼 52張 37mm, 3盒",2,"HANDY MAN 魔術貼魔術貼 20 x 900 毫米隨機出貨, 3組",2,"QUE CHUNG 普通網灰+黑色魔術貼, 1個",2
魔術貼,6,"安安 成人紙尿褲 淨爽型, L-XL 腰圍38-62吋, 13片, 2包",2,"HANDY MAN 魔術貼魔術貼 2p 17 x 400 毫米, 3片",2,"簡單繪圖魔術貼抽屜蓋窗簾+魔術貼貼紙, 01型",2
魔術貼,7,"DASHU 男用魔術胸貼52張入, 1盒",2,"Janus Net魔術貼密實防蟲網黑色+魔術貼黑色套組, 1組",2,"簡單繪圖魔術貼抽屜蓋窗簾+魔術貼貼紙, 06型",2
魔術貼,8,"DASHU 男用魔術胸貼 37mm 52張, 2盒",2,"AndHouse魔術貼黑色, 4件",2,"水療凝膠魔術貼, 6入, 3個",2
魔術貼,9,"comet 圓形魔鬼氈貼片 20mm 11對, 10片",2,"AndHouse 魔術貼白色, 4件",2,"簡單繪圖魔術貼抽屜蓋窗簾+魔術貼貼紙, 08型",2
魔術貼,10,"安安 成人紙尿褲 淨爽型, L-XL 腰圍38-62吋, 13片, 6包",2,生活 魔術貼吸塵器筆芯,2,"3M Scotch 多用途魔術貼替換裝 18mm x 20m, 8個, 半透明",2
麻油,1,"OTTOGI 不倒翁 100%純芝麻油, 160ml, 1瓶",2,"麻油, 400ml, 1個",2,"麻油車 頂級冷壓黑麻油, 255ml, 3瓶",2
麻油,2,"OTTOGI 不倒翁 傳統芝麻油, 450ml, 1瓶",2,"麻油車 頂級冷壓黑麻油, 255ml, 1瓶",2,"麻油車 頂級冷壓黑麻油, 255ml, 2瓶",2
麻油,3,"OTTOGI 不倒翁 香醇芝麻香油, 500ml, 1瓶",2,"麻油車 頂級冷壓白麻油, 255ml, 1瓶",2,"麻油車 頂級冷壓黑麻油, 255ml, 5瓶",2
麻油,4,"OTTOGI 不倒翁 芝麻油, 80ml, 1瓶",2,"麻油車 頂級冷壓黑麻油, 255ml, 2瓶",2,"油用麻油, 180毫升, 1個",2
麻油,5,"貴夫人 純正黑麻油, 250ml, 1瓶",2,"麻油車 頂級冷壓黑麻油, 255ml, 3瓶",2,"麻油車 頂級冷壓白麻油, 255ml, 1瓶",2
麻油,6,"清淨園 頂級芝麻油, 160ml, 1瓶",2,"麻油車 頂級冷壓白麻油, 255ml, 2瓶",2,"麻油車 頂級冷壓白麻油, 255ml, 2瓶",2
麻油,7,"OTTOGI 不倒翁 芝麻油, 500ml, 1罐",2,"麻油車 頂級冷壓黑麻油, 255ml, 4瓶",2,"NS_麻油(寶島*500cc), 1入",2
麻油,8,"OTTOGI 不倒翁 老芝麻油, 500ml, 1瓶",2,"麻油車 頂級冷壓白麻油, 255ml, 3瓶",2,"麻油車 冷壓有機白麻油, 135ml, 5瓶",2
麻油,9,"龍宏 黑麻油, 500ml, 1瓶",2,"麻油車 頂級冷壓黑麻油, 255ml, 5瓶",2,"麻油車 冷壓有機白麻油, 135ml, 2瓶",2
麻油,10,"KADOYA 角屋 芝麻油, 434.8ml, 3瓶",2,"麻油車 頂級冷壓白麻油, 255ml, 4瓶",2,"麻油車 冷壓有機白麻油, 135ml, 4瓶",2
黑豆粉,1,"御復珍 黃金黑豆粉 無添加糖 純素食, 600g, 1罐",2,"黑豆粉, 500g, 1個",2,"黑豆粉, 200g, 1包",2
黑豆粉,2,"馬玉山 黑豆粉, 300g, 2包",2,"黑豆粉, 200g, 1包",2,"黑豆粉, 1包, 300g",2
黑豆粉,3,"長青穀典 100%純黑豆粉, 250g, 2罐",2,"黑豆粉, 1包, 300g",2,"健康黑豆粉, 1組, 1kg",2
黑豆粉,4,"Chungeun 黑豆粉, 1kg, 1包",2,"黑豆粉 30入, 90克, 1個",2,"原鄉黑豆粉 700g, 1罐",2
黑豆粉,5,"御復珍 黃金黑豆粉 無添加糖 純素食, 600g, 2罐",2,"健康黑豆粉, 1組, 1kg",2,"原鄉黑豆粉, 200g, 2個",2
黑豆粉,6,"Damtuh 丹特 黑豆芝麻粉, 800g, 1盒",2,"SINSUNHERB 黑豆粉, 1個",2,"黑豆粉, 1罐, 500g",2
黑豆粉,7,"御復珍 黑八寶粉 純素食 無糖, 600g, 1罐",2,"黑豆黑芝麻粉, 500g, 1包",2,"烤黑豆粉, 230g, 3罐",2
黑豆粉,8,"長青穀典 100%純黑豆粉, 250g, 1罐",2,"黑豆黑芝麻粉, 500g, 1入",2,"烤黑豆粉, 230g, 4罐",2
黑豆粉,9,"Tk Foods 黑豆燕麥奶昔粉, 1.2kg, 1罐",2,"韓國產黑豆粉, 200g, 1包",2,"薌園 青仁黑豆粉 熟粉, 450g, 3罐",2
黑豆粉,10,"薌園 青仁黑豆粉 熟粉, 450g, 4罐",2,"黑豆黑芝麻粉, 500g, 2包",2,"黑豆粉, 500g, 1個",2
養髮液,1,,2,,2,"頭皮護理精華液, 1入",2
養髮液,2,,2,,2,"高級洗髮精+養髮液+頭皮舒緩噴霧組合, 1套",2
養髮液,3,,2,,2,"頭皮護理洗髮精 敏感性髮質適用, 330ml, 1入",2
養髮液,4,,2,,2,"頭皮保濕護理洗髮精, 300ml, 1個",2
養髮液,5,,2,,2,"頭皮護理洗髮精, 350克, 1個",2
養髮液,6,,2,,2,"頭皮護理洗髮精, 1個, 200毫升",2
養髮液,7,,2,,2,"Dr.FORHAIR 頭皮豐盈養髮調理液, 120ml, 4瓶",2
養髮液,8,,2,,2,"頭皮護理洗髮精 親密朋友, 1個, 500ml",2
養髮液,9,,2,,2,"頭皮護理洗髮精, 500ml, 1入",2
養髮液,10,,2,,2,"弱酸性頭皮護理洗髮精, 1000ml, 1入",2
